sample_date,facility,target,n.bio,n.bio.non.miss,n.bio.miss,n.total,n.total.miss,bio.ct.mean,bio.ct.sd,tech.ct.dists
2020-09-01,C,N1,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-09-01,C,N2,2,2,0,6,4,35.768060680000005,0.13976569399343178,"A = 35.87 (sd=NA, n=1); B = 35.67 (sd=NA, n=1)"
2020-09-08,A,N1,2,2,0,6,1,35.66489346833333,0.21401787635627448,"A = 35.82 (sd=0.26, n=2); B = 35.51 (sd=1, n=3)"
2020-09-08,A,N2,2,2,0,6,0,35.910690943333336,0.03660819085423687,"A = 35.94 (sd=0.73, n=3); B = 35.88 (sd=0.78, n=3)"
2020-09-08,B,N1,2,2,0,6,2,36.74626668166667,0.4226103840100174,"A = 36.45 (sd=0.12, n=3); B = 37.05 (sd=NA, n=1)"
2020-09-08,B,N2,2,2,0,6,1,36.1477330525,0.03618110189393498,"A = 36.17 (sd=1.23, n=2); B = 36.12 (sd=0.8, n=3)"
2020-09-08,C,N1,2,1,1,6,5,35.96999741,NA,"A = 35.97 (sd=NA, n=1); B = NA (sd=NA, n=0)"
2020-09-08,C,N2,2,1,1,6,5,35.6877327,NA,"A = 35.69 (sd=NA, n=1); B = NA (sd=NA, n=0)"
2020-09-15,A,N1,4,4,0,12,5,36.4794597625,0.4799313965378647,"A = 36.25 (sd=0.02, n=2); B = 36.88 (sd=NA, n=1); C = 35.91 (sd=1.36, n=2); D = 36.88 (sd=0.19, n=2)"
2020-09-15,A,N2,4,3,1,12,7,36.32254219166666,0.5974625632873567,"A = 36 (sd=1.48, n=2); B = 35.96 (sd=0.06, n=2); C = NA (sd=NA, n=0); D = 37.01 (sd=NA, n=1)"
2020-09-15,B,N1,4,3,1,12,9,36.23181661,0.9166800657714183,"A = 35.28 (sd=NA, n=1); B = 37.11 (sd=NA, n=1); C = NA (sd=NA, n=0); D = 36.31 (sd=NA, n=1)"
2020-09-15,B,N2,4,3,1,12,7,35.940860746666665,0.9573982757779537,"A = NA (sd=NA, n=0); B = 36.73 (sd=NA, n=1); C = 36.22 (sd=1.23, n=2); D = 34.88 (sd=0.1, n=2)"
2020-09-15,C,N1,2,1,1,6,4,35.895559309999996,NA,"A = NA (sd=NA, n=0); B = 35.9 (sd=0.14, n=2)"
2020-09-15,C,N2,2,1,1,6,5,34.80220795,NA,"A = NA (sd=NA, n=0); B = 34.8 (sd=NA, n=1)"
2020-09-22,A,N1,2,2,0,6,3,36.735630992500006,0.33583283150179916,"A = 36.97 (sd=0.07, n=2); B = 36.5 (sd=NA, n=1)"
2020-09-22,A,N2,2,1,1,6,5,36.42221451,NA,"A = 36.42 (sd=NA, n=1); B = NA (sd=NA, n=0)"
2020-09-22,B,N1,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-09-22,B,N2,2,2,0,6,3,36.6447896925,0.6022332819173728,"A = 36.22 (sd=0, n=2); B = 37.07 (sd=NA, n=1)"
2020-09-22,C,N1,2,1,1,6,5,36.82409668,NA,"A = NA (sd=NA, n=0); B = 36.82 (sd=NA, n=1)"
2020-09-22,C,N2,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-09-29,A,N1,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-09-29,A,N2,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-09-29,B,N1,2,2,0,6,3,35.8649072675,0.3514210994880081,"A = 35.62 (sd=0.72, n=2); B = 36.11 (sd=NA, n=1)"
2020-09-29,B,N2,2,2,0,6,4,36.97477913,0.038953126646276565,"A = 37 (sd=NA, n=1); B = 36.95 (sd=NA, n=1)"
2020-09-29,C,N1,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-09-29,C,N2,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-10-06,A,N1,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-10-06,A,N2,2,1,1,6,5,36.9985466,NA,"A = 37 (sd=NA, n=1); B = NA (sd=NA, n=0)"
2020-10-06,B,N1,2,1,1,6,5,36.98809052,NA,"A = NA (sd=NA, n=0); B = 36.99 (sd=NA, n=1)"
2020-10-06,B,N2,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-10-06,C,N1,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-10-06,C,N2,2,1,1,6,4,36.27082634,NA,"A = 36.27 (sd=0.05, n=2); B = NA (sd=NA, n=0)"
2020-10-13,A,N1,3,1,2,9,7,36.593706135,NA,"A = NA (sd=NA, n=0); B = 36.59 (sd=0.6, n=2); C = NA (sd=NA, n=0)"
2020-10-13,A,N2,3,3,0,9,3,36.15614319,0.679372626252453,"A = 36.44 (sd=0.7, n=2); B = 35.38 (sd=0.8, n=2); C = 36.65 (sd=0.57, n=2)"
2020-10-13,B,N1,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-10-13,B,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-10-13,C,N1,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-10-13,C,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-10-20,A,N1,3,1,2,9,7,36.54047394,NA,"A = 36.54 (sd=0.45, n=2); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-10-20,A,N2,3,3,0,9,5,36.55905850833333,0.34835997557272647,"A = 36.28 (sd=NA, n=1); B = 36.95 (sd=0.16, n=2); C = 36.45 (sd=NA, n=1)"
2020-10-20,B,N1,3,2,1,9,6,36.9806737925,0.03420975182759067,"A = 36.96 (sd=0.01, n=2); B = NA (sd=NA, n=0); C = 37 (sd=NA, n=1)"
2020-10-20,B,N2,3,1,2,9,8,36.3941803,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = 36.39 (sd=NA, n=1)"
2020-10-20,C,N1,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-10-20,C,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-10-27,A,N1,3,1,2,9,7,36.817333219999995,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = 36.82 (sd=3.11, n=2)"
2020-10-27,A,N2,3,2,1,9,7,35.47173691,0.28668489030728106,"A = NA (sd=NA, n=0); B = 35.27 (sd=NA, n=1); C = 35.67 (sd=NA, n=1)"
2020-10-27,B,N1,3,2,1,9,7,36.58705902,0.6305330423388688,"A = 36.14 (sd=NA, n=1); B = 37.03 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-10-27,B,N2,3,3,0,9,4,35.99395307166667,0.3736798369011384,"A = 35.69 (sd=0.03, n=2); B = 36.41 (sd=0.95, n=2); C = 35.88 (sd=NA, n=1)"
2020-10-27,C,N1,3,1,2,9,8,35.55426407,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = 35.55 (sd=NA, n=1)"
2020-10-27,C,N2,3,2,1,9,7,35.6427803,1.336069933334097,"A = NA (sd=NA, n=0); B = 34.7 (sd=NA, n=1); C = 36.59 (sd=NA, n=1)"
2020-11-02,A,N1,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-02,A,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-02,B,N1,3,2,1,9,5,36.426563265,0.910647065100231,"A = 35.78 (sd=0.96, n=3); B = 37.07 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-02,B,N2,3,1,2,9,8,37.00466156,NA,"A = 37 (sd=NA, n=1); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-02,C,N1,3,2,1,9,7,36.61300659,0.37780839769590596,"A = 36.88 (sd=NA, n=1); B = NA (sd=NA, n=0); C = 36.35 (sd=NA, n=1)"
2020-11-02,C,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-04,A,N1,3,1,2,9,8,35.883705140000004,NA,"A = NA (sd=NA, n=0); B = 35.88 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-04,A,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-04,B,N1,3,2,1,9,7,35.815832135,0.08442586973897662,"A = 35.88 (sd=NA, n=1); B = NA (sd=NA, n=0); C = 35.76 (sd=NA, n=1)"
2020-11-04,B,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-04,C,N1,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-04,C,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-09,A,N1,3,1,2,9,8,36.28522491,NA,"A = 36.29 (sd=NA, n=1); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-09,A,N2,3,3,0,9,6,36.861516316666666,0.14896924336552797,"A = 36.69 (sd=NA, n=1); B = 36.97 (sd=NA, n=1); C = 36.92 (sd=NA, n=1)"
2020-11-09,B,N1,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-09,B,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-09,C,N1,3,1,2,9,8,36.79566193,NA,"A = NA (sd=NA, n=0); B = 36.8 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-09,C,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-11,A,N1,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-11,A,N2,3,2,1,9,7,36.923620225,0.033547542791476606,"A = NA (sd=NA, n=0); B = 36.9 (sd=NA, n=1); C = 36.95 (sd=NA, n=1)"
2020-11-11,B,N1,3,2,1,9,7,36.696718215,0.013284690869796303,"A = 36.69 (sd=NA, n=1); B = NA (sd=NA, n=0); C = 36.71 (sd=NA, n=1)"
2020-11-11,B,N2,3,1,2,9,8,35.97872543,NA,"A = 35.98 (sd=NA, n=1); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-11,C,N1,3,1,2,9,8,37.00862885,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = 37.01 (sd=NA, n=1)"
2020-11-11,C,N2,3,1,2,9,7,37.010593415,NA,"A = NA (sd=NA, n=0); B = 37.01 (sd=0.01, n=2); C = NA (sd=NA, n=0)"
2020-11-16,A,N1,3,1,2,9,8,36.98565674,NA,"A = 36.99 (sd=NA, n=1); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-16,A,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-16,B,N1,3,1,2,9,8,36.1028595,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = 36.1 (sd=NA, n=1)"
2020-11-16,B,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-16,C,N1,3,1,2,9,8,37.07284927,NA,"A = NA (sd=NA, n=0); B = 37.07 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-16,C,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-18,A,N1,3,1,2,9,7,36.96091843,NA,"A = NA (sd=NA, n=0); B = 36.96 (sd=0.05, n=2); C = NA (sd=NA, n=0)"
2020-11-18,A,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-18,B,N1,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-18,B,N2,3,1,2,9,8,36.16389465,NA,"A = NA (sd=NA, n=0); B = 36.16 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-18,C,N1,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-18,C,N2,3,2,1,9,7,36.683115009999995,0.5170939520427766,"A = 37.05 (sd=NA, n=1); B = NA (sd=NA, n=0); C = 36.32 (sd=NA, n=1)"
2020-11-23,A,N1,3,1,2,9,8,35.77248383,NA,"A = NA (sd=NA, n=0); B = 35.77 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-23,A,N2,3,1,2,9,8,37.09080887,NA,"A = NA (sd=NA, n=0); B = 37.09 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-23,B,N1,3,2,1,9,5,35.63821411166667,0.035772897398730914,"A = 35.66 (sd=NA, n=1); B = NA (sd=NA, n=0); C = 35.61 (sd=0.08, n=3)"
2020-11-23,B,N2,3,1,2,9,8,36.10042572,NA,"A = NA (sd=NA, n=0); B = 36.1 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-23,C,N1,3,1,2,9,8,37.05794907,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = 37.06 (sd=NA, n=1)"
2020-11-23,C,N2,3,1,2,9,8,36.25643158,NA,"A = NA (sd=NA, n=0); B = 36.26 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-25,A,N1,3,2,1,9,7,36.58555222,0.11263256430147124,"A = 36.67 (sd=NA, n=1); B = NA (sd=NA, n=0); C = 36.51 (sd=NA, n=1)"
2020-11-25,A,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-25,B,N1,3,3,0,9,5,36.487389883333336,0.19317194075454697,"A = 36.41 (sd=NA, n=1); B = 36.35 (sd=NA, n=1); C = 36.71 (sd=0.47, n=2)"
2020-11-25,B,N2,3,3,0,9,6,36.63122686,0.47394839090308416,"A = 37.01 (sd=NA, n=1); B = 36.1 (sd=NA, n=1); C = 36.78 (sd=NA, n=1)"
2020-11-25,C,N1,2,0,2,6,6,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0)"
2020-11-25,C,N2,2,1,1,6,5,35.44885635,NA,"A = 35.45 (sd=NA, n=1); B = NA (sd=NA, n=0)"
2020-11-30,A,N1,3,2,1,9,7,36.829515455,0.28156253100261835,"A = 37.03 (sd=NA, n=1); B = NA (sd=NA, n=0); C = 36.63 (sd=NA, n=1)"
2020-11-30,A,N2,3,1,2,9,8,35.93220139,NA,"A = NA (sd=NA, n=0); B = 35.93 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-30,B,N1,3,3,0,9,6,36.55605316,0.0953026063144513,"A = 36.66 (sd=NA, n=1); B = 36.48 (sd=NA, n=1); C = 36.52 (sd=NA, n=1)"
2020-11-30,B,N2,3,1,2,9,7,36.540298465,NA,"A = 36.54 (sd=0.74, n=2); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-11-30,C,N1,3,1,2,9,8,35.858284,NA,"A = NA (sd=NA, n=0); B = 35.86 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-11-30,C,N2,3,0,3,9,9,NA,NA,"A = NA (sd=NA, n=0); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-12-02,A,N1,3,1,2,9,8,36.71424866,NA,"A = 36.71 (sd=NA, n=1); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-12-02,A,N2,3,1,2,9,8,35.94485855,NA,"A = 35.94 (sd=NA, n=1); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-12-02,B,N1,3,2,1,9,7,36.889751434999994,0.18161042775535424,"A = 37.02 (sd=NA, n=1); B = 36.76 (sd=NA, n=1); C = NA (sd=NA, n=0)"
2020-12-02,B,N2,3,1,2,9,7,36.068611145000006,NA,"A = 36.07 (sd=1.39, n=2); B = NA (sd=NA, n=0); C = NA (sd=NA, n=0)"
2020-12-02,C,N1,3,2,1,9,7,36.423475265,0.10744007414625086,"A = 36.5 (sd=NA, n=1); B = NA (sd=NA, n=0); C = 36.35 (sd=NA, n=1)"
